return_code,avg_bits_per_value,avg_exceptions_per_vector,kernel,compressor,file,n_bytes,duration_ms,compression_ratio,data_type,n_vecs,sample_run
0,"","",decompression_query,Deflate,alp-neon_wind_dir,1591189504,184.420319,1.316981,f64,0,5
0,"","",decompression,zstd,alp-cms1,148602880,4.820160,2.418996,f64,0,3
0,"","",decompression,Snappy,publicbi-CommonGovernment-baseandexercisedoptionsvalue,45547520,1.775808,1.170682,f32,0,5
0,"","",decompression,GDeflate,alp-food_prices,16400384,1.362880,1.776313,f64,0,4
0,"","",decompression_query,GDeflate,publicbi-Telco-RECHRG_TOTAL_LOAD_P6,11649024,1.326976,1.787444,f32,0,4
0,"","",decompression_query,Thrust,publicbi-CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,37150720,0.409088,1.000000,f32,0,1
0,"","",decompression,LZ4,alp-cms9,148602880,2.855296,2.573858,f64,0,5
0,16.125000,0.000000,decompression_query,GALP,alp-ssd_hdd_benchmarks_f,65536,0.012288,3.887992,f64,0,5
0,"","",decompression_query,BitcompSparse,alp-food_prices,16400384,0.139584,1.053873,f64,0,5
0,"","",decompression,BitcompSparse,publicbi-Telco-ONNET_MINS_P1,11649024,0.105568,1.081649,f32,0,1
0,"","",decompression,Deflate,alp-stocks_uk,474439680,53.529953,1.872026,f64,0,4
0,15.094937,100.566456,decompression,GALP,publicbi-Telco-ONNET_MINS_P3,11649024,0.021376,1.571425,f32,0,2
0,"","",decompression_query,GDeflate,publicbi-Telco-RECHRG_TOTAL_LOAD_P6,11649024,1.362720,1.787444,f32,0,3
0,"","",decompression,Bitcomp,publicbi-Telco-TOTAL_MINS_P2,11649024,0.152800,1.010127,f32,0,3
0,"","",decompression_query,zstd,alp-gov26,1128988672,9.565152,312.190964,f64,0,5
0,"","",decompression_query,Thrust,alp-medicare1,74301440,1.231488,1.000000,f64,0,3
0,"","",decompression_query,GDeflate,publicbi-Telco-ONNET_MINS_P1,11649024,1.365536,1.312592,f32,0,1
0,"","",decompression_query,Snappy,alp-bitcoin_f,16384,0.321088,1.151209,f64,0,1
0,"","",decompression_query,Snappy,alp-food_prices,16400384,1.565824,2.502931,f64,0,4
0,"","",decompression_query,Bitcomp,publicbi-CityMaxCapita-LPF,3649536,0.115616,1.222142,f32,0,3
0,"","",decompression_query,GDeflate,publicbi-CommonGovernment-nongsadollar,45547520,1.719104,1.525542,f32,0,3
0,"","",decompression,LZ4,alp-neon_pm10_dust,1769472,1.521920,3.348438,f64,0,1
0,"","",decompression_query,LZ4,publicbi-CommonGovernment-baseandexercisedoptionsvalue,45547520,2.347552,1.137172,f32,0,2
0,"","",decompression,Bitcomp,publicbi-Telco-TOTAL_OUTGOING_MIN_P3,11649024,0.144544,1.178352,f32,0,4
0,7.808934,0.000000,decompression,GALP,alp-stocks_usa_c,2256609280,5.125408,7.857705,f64,0,1
0,"","",decompression,Deflate,alp-cms25,148602880,18.505056,1.059901,f64,0,1
0,"","",decompression,Snappy,publicbi-Telco-FREE_MINS_P3,11649024,1.731456,2.071899,f32,0,2
0,"","",decompression_query,BitcompSparse,publicbi-Telco-TOTAL_INCOMING_MIN_P1,11649024,0.109504,1.026688,f32,0,3
0,"","",decompression,BitcompSparse,alp-cms25,148602880,0.593984,1.000779,f64,0,1
0,13.422996,98.632208,decompression_query,GALP,publicbi-Telco-ONNET_MINS_P4,11649024,0.020416,1.720331,f32,0,3
0,"","",decompression_query,Deflate,alp-food_prices,16400384,4.782688,1.785370,f64,0,3
0,"","",decompression_query,Snappy,alp-city_temperature_f,23240704,0.976768,2.405472,f64,0,5
0,"","",decompression,Bitcomp,alp-neon_wind_dir,1591189504,5.453536,0.998297,f64,0,2
0,"","",decompression,BitcompSparse,publicbi-CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,37150720,0.207968,1.005089,f32,0,1
0,"","",decompression_query,Thrust,publicbi-Telco-RECHRG_TOTAL_LOAD_P4,11649024,0.400192,1.000000,f32,0,3
0,"","",decompression,Deflate,alp-basel_temp_f,983040,4.360800,1.070542,f64,0,4
0,0.061161,2.906491,decompression_query,ALP,alp-gov26,1128988672,1.448512,171.045984,f64,0,4
0,"","",decompression_query,Thrust,publicbi-Telco-TOTAL_OUTGOING_MIN_P1,11649024,0.395936,1.000000,f32,0,5
0,"","",decompression,GDeflate,publicbi-Telco-TOTAL_OUTGOING_MIN_P1,11649024,1.366048,1.217453,f32,0,4
0,"","",decompression_query,Thrust,alp-neon_wind_dir,1591189504,23.893152,1.000000,f64,0,4
0,11.371003,9.743219,decompression_query,GALP,alp-medicare9,74301440,0.122144,5.133087,f64,0,2
0,24.430028,225.311533,decompression_query,GALP,publicbi-Telco-RECHRG_INC_MIN_USED_P2,11649024,0.033696,0.900237,f32,0,4
0,"","",decompression,zstd,publicbi-Telco-FREE_MINS_P1,11649024,2.764288,1.928384,f32,0,3
0,"","",decompression,zstd,publicbi-CityMaxCapita-LPF,3649536,2.517856,2.213702,f32,0,2
0,"","",decompression_query,Thrust,alp-food_prices,16400384,0.294848,1.000000,f64,0,3
0,"","",decompression,Snappy,publicbi-Telco-RECHRG_TOTAL_LOAD_P1,11649024,2.052320,1.494006,f32,0,3
0,11.782700,5.678973,decompression_query,ALP,publicbi-Telco-RECHRG_TOTAL_LOAD_P2,11649024,0.029824,2.643844,f32,0,4
